Geneid	Chr	Start	End	Strand	Length	dump/SRR6754132_subread.bam	dump/SRR6754133_subread.bam	dump/SRR6754134_subread.bam	dump/SRR6754135_subread.bam	dump/SRR6754136_subread.bam	dump/SRR6754137_subread.bam	dump/SRR6754138_subread.bam	dump/SRR6754139_subread.bam	dump/SRR6754140_subread.bam
Gm10222	chr1	24612407	24612700	-	294	3582	3522	3456	2079	3214	3892	7370	5581	6142
Gm28438	chr1	24612775	24613119	-	345	570	252	445	204	230	253	302	238	232
Gm28437	chr1	24613189	24613971	-	783	25431	25140	22301	14606	19451	21398	17369	15974	14839
Gm10925	chr1	24613974	24614651	-	678	35546	39989	37025	41364	35423	40687	54449	37870	48732
Gm28661	chr1	24614885	24615565	-	681	10072	11138	10624	11083	12556	14333	29474	15199	19387
Gm29216	chr1	24615706	24616197	-	492	9224	9714	10546	3301	4075	4299	10847	7989	6888
Lmbrd1	chr1	24678630	24766301	+	87672	3502	4008	2804	1202	1274	1693	2975	2974	2372
Gm28594	chr1	24910461	24911659	-	1199	0	1	0	0	0	0	0	0	0
Gm28237	chr1	24963209	24965158	-	1950	0	10	0	0	0	0	0	0	0
Gm9443	chr1	25011941	25012756	+	816	1	1	0	0	0	1	0	0	0
Gm29414	chr1	25026581	25027232	-	652	0	0	0	0	0	0	0	0	0
Adgrb3	chr1	25067476	25829707	-	762232	235	1719	369	17	18	7	149	65	2
Gm15702	chr1	25223730	25224173	+	444	1	2	0	10	14	2	2	5	2
Gm20172	chr1	25276404	25277954	-	1551	0	3	0	0	0	0	0	0	0
Gm22260	chr1	25279445	25279551	-	107	0	0	0	0	0	0	0	0	0
Gm37543	chr1	25284218	25285248	-	1031	0	8	0	0	0	0	0	0	0
Gm37331	chr1	25296512	25299886	-	3375	6	2	0	0	0	0	11	0	0
Gm37211	chr1	25314276	25317708	-	3433	0	12	1	0	0	0	0	0	0
Gm37862	chr1	25325866	25328398	-	2533	15	0	0	0	0	0	0	0	0
Gm38286	chr1	25345978	25349082	-	3105	0	17	0	0	0	0	0	0	0
Gm37880	chr1	25362564	25365820	-	3257	1	0	0	0	0	0	0	1	0
Gm25294	chr1	25451071	25451174	+	104	0	0	0	0	0	0	0	0	0
Gm37011	chr1	25608250	25611184	-	2935	1	1	0	0	0	0	0	0	0
Gm29214	chr1	25614946	25615515	-	570	0	1	0	0	0	0	0	0	0
Gm37051	chr1	25620238	25623180	-	2943	0	0	1	0	0	0	0	0	0
Gm38260	chr1	25672245	25676239	-	3995	0	7	1	0	0	0	0	0	0
Gm37628	chr1	25686062	25691501	-	5440	0	1	3	0	0	0	8	0	0
8030445P17Rik	chr1	25722038	25724778	-	2741	0	6	2	0	0	0	0	0	0
Gm38198	chr1	25735389	25738969	-	3581	0	29	0	0	0	0	0	0	0
Gm37077	chr1	25755343	25759033	-	3691	0	0	0	0	0	0	0	0	0
Gm37895	chr1	25775757	25780306	-	4550	1	1	0	0	0	0	0	0	0
Gm36952	chr1	25797281	25800905	-	3625	0	0	10	0	0	0	3	7	0
Gm37602	chr1	25804097	25807406	-	3310	0	36	10	0	0	0	0	0	0
2900022M07Rik	chr1	25808956	25809972	-	1017	4	5	0	0	0	0	0	0	0
2900002M20Rik	chr1	25824390	25824719	-	330	0	0	0	0	0	0	0	0	0
Gm9884	chr1	25830657	25831878	+	1222	1	0	0	0	0	0	0	0	0
Gm18443	chr1	25996604	25997159	-	556	0	1	0	0	0	0	0	0	0
Gm19123	chr1	26466236	26466886	+	651	0	0	0	0	0	0	0	0	0
Gm24064	chr1	26566833	26566938	+	106	0	0	0	0	0	0	0	0	0
4931408C20Rik	chr1	26681814	26687460	-	5647	0	5	0	0	0	0	0	0	0
n-R5s209	chr1	26959103	26959221	-	119	0	0	0	0	0	0	0	4	0
Gm19641	chr1	27336352	27336768	-	417	0	10	0	0	0	0	0	0	0
Gm5524	chr1	27884046	27902396	+	18351	1	49	20	4	0	0	0	0	0
Gm18776	chr1	27900419	27901072	-	654	0	0	1	0	0	0	0	0	0
Gm19028	chr1	27989910	27991782	+	1873	62	47	43	18	35	32	11	16	4
Gm38089	chr1	28569918	28571431	+	1514	0	3	1	0	0	0	0	0	0
Gm7846	chr1	28580499	28580772	-	274	239	339	268	3737	3358	2904	534	613	807
Gm597	chr1	28776117	28780252	-	4136	0	0	0	0	0	0	0	0	0
Gm5697	chr1	28800240	28802721	-	2482	18	37	22	89	80	93	38	61	59
Gm6462	chr1	28938036	28938339	+	304	0	14	0	1	3	1	1	1	1
Gm18033	chr1	29219700	29220249	+	550	0	0	0	0	0	0	0	0	0
Gm25586	chr1	29280964	29281075	-	112	0	0	0	0	0	0	0	0	0
Gm22679	chr1	29301480	29301579	+	100	0	0	0	0	0	0	0	0	0
Gm23785	chr1	29361275	29361370	-	96	0	3	0	0	0	0	0	0	0
Mir6342	chr1	29421488	29421612	+	125	0	1	0	0	0	0	0	0	0
Gm5525	chr1	29484604	29485915	-	1312	577	432	290	3363	3251	2908	2074	2038	1856
Gm7858	chr1	29930094	29930715	+	622	1	18	2	7	4	2	1	0	2
Gm23771	chr1	29985934	29986043	+	110	0	10	0	0	0	0	0	0	0
Gm27430	chr1	30333291	30333397	-	107	0	0	0	0	0	0	0	0	0
Gm9898	chr1	30718560	30719962	-	1403	0	0	0	0	0	0	0	0	0
Gm6473	chr1	30769687	30771815	+	2129	94	129	86	142	163	131	147	148	123
Gm2914	chr1	30794548	30794875	-	328	0	0	0	0	0	0	0	0	0
Phf3	chr1	30802339	30873921	-	71583	993	1279	1424	926	883	728	567	456	431
Gm37522	chr1	30833548	30836431	-	2884	15	18	5	0	1	0	0	0	0
Gm37906	chr1	30865504	30868538	-	3035	24	83	22	0	11	9	1	1	0
Ptp4a1	chr1	30940302	30949770	-	9469	2992	3235	2624	401	1317	1145	755	657	803
Gm5698	chr1	30977244	30977967	-	724	0	0	0	0	0	0	12	0	0
Gm9458	chr1	30986226	30986952	-	727	0	0	0	0	0	0	0	0	0
Gm5699	chr1	30998184	30998906	-	723	0	0	0	0	0	8	0	0	0
Gm29669	chr1	31019188	31096454	-	77267	9	89	25	0	1	0	9	6	0
Gm28644	chr1	31041919	31043675	+	1757	0	0	0	0	0	0	0	0	0
Gm27362	chr1	31122725	31122862	-	138	0	0	0	0	0	0	0	0	0
4931428L18Rik	chr1	31135226	31222684	-	87459	21	97	41	119	73	96	266	187	185
Gm29128	chr1	31136026	31150105	+	14080	0	7	0	0	0	0	0	0	0
Gm7893	chr1	31164549	31164773	+	225	3	4	2	5	6	10	25	17	13
Lgsn	chr1	31176401	31204725	+	28325	1	23	13	0	0	2	13	1	0
Pih1d3	chr1	31222838	31224288	+	1451	0	0	0	0	0	0	0	0	0
Gm26145	chr1	31259593	31259719	-	127	0	0	0	0	0	0	0	0	0
Gm4850	chr1	31267326	31267884	+	559	0	0	0	0	0	0	0	0	0
Gm28645	chr1	31274892	31275455	+	564	0	0	0	0	0	0	0	0	0
Gm6489	chr1	31286945	31287640	+	696	1	0	0	0	0	2	1	0	0
Gm10307	chr1	31559540	31561400	+	1861	1	0	0	0	0	0	0	0	0
Gm19680	chr1	31615149	31616661	+	1513	41	69	127	202	159	125	105	75	43
Gm23032	chr1	31656632	31656738	-	107	0	0	0	0	0	0	0	0	0
Gm7910	chr1	31736057	31736891	+	835	1	3	1	7	7	9	6	10	5
Khdrbs2	chr1	32172714	32658568	+	485855	122	1144	229	54	66	49	166	88	29
Gm25814	chr1	32213133	32213239	-	107	0	3	1	0	0	0	0	0	0
Gm37999	chr1	32473757	32475565	+	1809	0	10	2	0	0	0	0	0	0
Gm37110	chr1	32485315	32486942	+	1628	0	0	0	0	0	0	0	0	0
Gm37911	chr1	32496444	32497988	+	1545	0	2	0	0	0	0	0	0	0
Gm9839	chr1	32519563	32520999	-	1437	1	1	0	0	0	0	0	0	0
Gm37792	chr1	32539028	32542440	+	3413	4	14	0	0	0	0	0	0	0
Gm5415	chr1	32543686	32547294	-	3609	1	8	6	0	0	0	0	0	0
Gm24732	chr1	32568359	32568421	-	63	0	0	0	0	0	0	0	0	0
Gm37426	chr1	32710179	32712648	+	2470	0	1	0	0	0	0	0	0	0
Gm23024	chr1	32726639	32726930	+	292	2	1	0	0	0	0	0	0	0
Gm37151	chr1	32967484	32972490	-	5007	0	4	0	0	0	0	0	0	0
Gm28624	chr1	33028160	33030290	-	2131	0	0	0	0	0	0	0	0	0
Gm37724	chr1	33065130	33066350	+	1221	0	0	0	0	0	0	0	0	0
Gm7114	chr1	33100907	33102695	+	1789	70	56	48	85	126	119	176	115	149
Gm4785	chr1	33108905	33109655	-	751	7	10	9	33	12	16	17	13	18
Gm24901	chr1	33191993	33192102	+	110	0	0	0	0	0	0	0	0	0
Gm37591	chr1	33212774	33215475	-	2702	0	0	0	0	0	0	0	0	0
Gm2987	chr1	33235939	33237631	+	1693	0	0	0	0	0	0	0	0	0
Gm25792	chr1	33293676	33293775	+	100	0	0	0	0	0	0	0	0	0
Gm18799	chr1	33315670	33316582	-	913	0	0	0	0	0	0	0	0	0
Gm7933	chr1	33371331	33373585	+	2255	18	12	2	35	49	39	26	20	22
Gm23453	chr1	33422733	33422838	+	106	0	0	0	0	0	0	0	0	0
Prim2	chr1	33453810	33669795	-	215986	423	778	475	1567	1906	1378	389	488	208
Gm29228	chr1	33482101	33482518	+	418	15	14	10	56	55	47	29	40	28
Gm37618	chr1	33613758	33616832	-	3075	0	0	7	0	0	0	0	0	0
Gm17813	chr1	33657781	33658108	+	328	2	0	0	2	4	0	4	0	0
1700001G17Rik	chr1	33669824	33670712	+	889	4	0	10	0	3	11	26	7	9
Gm38173	chr1	33671915	33674228	-	2314	0	3	0	0	0	0	0	0	0
Rab23	chr1	33719887	33742564	+	22678	685	680	562	1267	1241	1009	644	870	367
Bag2	chr1	33745484	33757795	-	12312	862	563	483	4368	3501	3891	5812	5571	4327
Gm37905	chr1	33748007	33748347	+	341	65	37	37	329	282	260	428	480	322
Zfp451	chr1	33761545	33814595	-	53051	2223	2390	1798	566	992	924	622	456	599
Gm15455	chr1	33836124	33838680	-	2557	84	123	102	261	388	392	226	199	202
Bend6	chr1	33852052	33907816	-	55765	72	207	162	306	232	212	101	112	60
Gm37067	chr1	33889490	33891117	-	1628	3	11	0	0	0	0	0	0	0
Dst	chr1	33908225	34308661	+	400437	12085	13653	10300	1920	3758	3784	5310	4072	3105
Gm37354	chr1	33922455	33924838	+	2384	16	29	35	34	7	5	0	0	10
Gm28631	chr1	33963352	33963685	-	334	0	0	0	0	0	0	0	0	0
Gm23792	chr1	33981410	33981502	-	93	0	0	0	0	0	0	0	0	0
Gm38157	chr1	34032100	34033797	+	1698	79	105	59	24	34	24	2	4	3
Mir6896	chr1	34117359	34117431	+	73	20	3	3	4	1	2	1	2	0
Gm26788	chr1	34165856	34178446	-	12591	408	555	268	36	71	96	207	117	102
D630036G22Rik	chr1	34236596	34238820	+	2225	212	107	109	27	2	4	50	49	0
A930005N03Rik	chr1	34269882	34271128	-	1247	61	79	37	5	10	10	41	4	10
Gm37958	chr1	34329433	34330307	-	875	0	0	0	5	0	0	0	0	0
Gm37385	chr1	34350775	34351161	+	387	0	0	0	0	0	0	0	0	0
Gm5266	chr1	34367371	34369003	+	1633	0	1	29	0	0	0	1	0	1
Gm3052	chr1	34415050	34417986	-	2937	4	5	6	0	2	0	5	0	5
Gm37233	chr1	34427002	34433264	-	6263	9	71	61	40	23	6	13	5	19
Mir5103	chr1	34433121	34433199	-	79	0	5	8	0	0	0	0	0	0
Ccdc115	chr1	34436670	34439672	-	3003	855	708	860	1736	1567	1627	1714	1372	1443
Gm28306	chr1	34439511	34444730	-	5220	1456	1189	599	5278	3913	3359	1774	1755	1518
Imp4	chr1	34439851	34449356	+	9506	1898	1652	804	6123	4653	3954	2109	2022	1788
Ptpn18	chr1	34459762	34475733	+	15972	9	25	14	23	1	0	11	0	2
Gm28417	chr1	34468834	34473148	-	4315	0	4	0	13	1	0	0	0	0
4930568A12Rik	chr1	34477167	34485933	-	8767	0	0	0	0	0	0	0	1	0
Prss39	chr1	34498410	34503063	+	4654	0	1	0	0	0	0	0	0	0
Gm28416	chr1	34523716	34524007	-	292	0	0	0	0	0	0	0	0	0
Cfc1	chr1	34535648	34544313	+	8666	0	4	0	0	1	1	0	0	0
Gm28419	chr1	34538086	34538560	-	475	0	1	0	0	1	1	0	0	0
Prss40	chr1	34543968	34560943	-	16976	0	20	0	0	6	0	0	0	0
1700101I19Rik	chr1	34579202	34579711	-	510	0	0	0	0	0	0	0	0	0
Amer3	chr1	34579657	34590944	+	11288	0	0	1	0	0	0	0	0	0
Gm28418	chr1	34607297	34607719	-	423	0	11	0	0	0	0	0	0	0
Gm36984	chr1	34610572	34610806	-	235	0	0	0	0	0	0	0	0	0
Gm29730	chr1	34610908	34612303	-	1396	0	0	0	0	0	0	0	0	0
AA619741	chr1	34635544	34636189	-	646	0	0	0	0	0	0	0	0	0
Arhgef4	chr1	34678188	34813309	+	135122	195	308	216	128	227	195	115	54	122
Gm37224	chr1	34752775	34752922	+	148	0	0	0	0	0	0	0	0	0
Gm37845	chr1	34753123	34753477	+	355	0	0	0	0	0	0	0	0	0
Gm38336	chr1	34809360	34811908	-	2549	15	8	0	15	44	22	15	0	21
Fam168b	chr1	34813219	34843065	-	29847	1327	1463	1233	971	1257	1331	684	436	494
Gm37127	chr1	34823525	34826560	+	3036	0	13	24	6	5	3	0	0	0
Plekhb2	chr1	34849976	34879580	+	29605	902	1074	742	827	1845	1842	3787	3237	3885
Gm19430	chr1	34928509	34930645	+	2137	1	40	0	0	2	1	0	0	0
Gm37670	chr1	34969627	34969855	-	229	36	50	44	92	84	89	127	162	79
Gm8009	chr1	34970065	34970500	+	436	10	10	4	8	10	11	13	15	11
Gm38027	chr1	34985656	34985890	+	235	0	0	0	0	0	0	0	0	0
Gm25096	chr1	35178956	35179084	-	129	0	0	0	0	0	0	0	0	0
Gm37068	chr1	35625606	35651297	-	25692	1	16	17	1	0	2	13	0	0
Gm25634	chr1	35761602	35761706	+	105	0	0	0	0	0	0	0	0	0
Gm28415	chr1	35806974	35810462	+	3489	0	0	0	1	0	1	5	12	5
1110002O04Rik	chr1	35879845	35881119	+	1275	2	0	0	0	0	0	27	20	43
Gm8022	chr1	35958919	35959822	+	904	0	5	0	0	0	0	0	0	0
Gm37146	chr1	35981960	35986373	-	4414	0	0	0	0	0	0	0	0	0
Gm33222	chr1	36002985	36011044	-	8060	0	0	0	0	0	0	0	0	3
4930535G08Rik	chr1	36011072	36011894	+	823	0	8	0	0	0	0	0	0	0
Gm38049	chr1	36029647	36031018	-	1372	0	0	0	10	0	1	0	0	0
Hs6st1	chr1	36068400	36106446	+	38047	477	508	468	390	558	689	794	466	450
Gm37335	chr1	36105384	36106446	-	1063	225	213	183	189	248	294	406	287	205
Gm33280	chr1	36132042	36138746	+	6705	22	17	31	0	0	0	0	12	0
Uggt1	chr1	36140027	36244720	-	104694	1309	1607	898	492	1108	1232	714	579	651
Mir6897	chr1	36144252	36144313	-	62	33	38	28	17	32	23	27	24	15
Neurl3	chr1	36264597	36274679	-	10083	103	58	119	0	16	5	77	57	0
Arid5a	chr1	36307733	36324029	+	16297	10088	12542	9498	3542	3727	3576	2147	2055	1512
4930403P22Rik	chr1	36332708	36333420	+	713	58	113	129	0	0	0	0	0	0
Kansl3	chr1	36335730	36369181	-	33452	2378	3174	2680	969	1205	1166	1012	518	877
Mir6898	chr1	36348682	36348758	-	77	14	31	19	4	8	7	11	7	7
Fer1l5	chr1	36372291	36422110	+	49820	175	151	139	15	63	40	9	52	80
Lman2l	chr1	36419871	36445271	-	25401	522	593	399	1260	1125	1199	2658	2345	1984
Cnnm4	chr1	36471620	36508764	+	37145	1276	1167	896	1125	707	491	788	844	638
Gm37909	chr1	36473952	36476110	+	2159	13	18	1	0	0	0	0	0	10
AC084391.1	chr1	36506562	36506702	+	141	4	6	5	2	2	0	5	4	0
Cnnm3	chr1	36511867	36528237	+	16371	377	517	350	112	164	306	223	185	182
Gm38033	chr1	36527534	36528237	-	704	10	22	37	8	17	5	10	0	4
Ankrd23	chr1	36530188	36536883	-	6696	268	300	179	123	50	77	24727	13454	19541
Gm42417	chr1	36530193	36539429	-	9237	449	494	410	341	144	178	25991	14053	20322
Ankrd39	chr1	36537507	36547445	-	9939	285	350	416	392	227	216	2257	1000	1222
Sema4c	chr1	36548639	36558349	-	9711	768	1060	1130	132	182	225	318	96	232
D430040D24Rik	chr1	36557701	36565613	+	7913	231	132	136	8	29	45	96	81	58
Fam178b	chr1	36562692	36683183	-	120492	285	314	198	155	118	163	281	136	157
Gm6428	chr1	36601802	36602146	+	345	26	20	21	11	11	13	10	16	13
Gm24133	chr1	36663965	36664039	+	75	0	1	0	0	0	0	0	0	0
Cox5b	chr1	36691484	36693681	+	2198	1181	1094	1004	4999	4337	4201	7081	5820	6842
Actr1b	chr1	36698114	36714422	-	16309	3535	3167	2327	5387	5210	5152	5984	5395	5005
4933424G06Rik	chr1	36710149	36757953	+	47805	32	61	35	12	2	1	39	25	23
Gm33533	chr1	36739048	36744792	-	5745	2	1	16	0	1	0	0	1	2
Zap70	chr1	36761798	36782818	+	21021	55	60	18	0	0	18	534	188	500
Gm18828	chr1	36764863	36765874	-	1012	0	7	0	0	0	0	0	0	0
Tmem131	chr1	36792191	36943666	-	151476	1550	2292	1844	543	793	730	621	375	456
Gm37506	chr1	36871903	36872045	-	143	0	0	0	0	0	0	0	0	0
Gm38115	chr1	36913601	36916539	-	2939	53	142	156	9	26	9	35	8	3
F830112A20Rik	chr1	36922797	36926348	-	3552	16	50	3	0	7	0	0	0	0
Rpl12-ps1	chr1	36957930	36958427	-	498	24	30	12	118	129	134	35	45	30
n-R5s210	chr1	37005439	37005557	+	119	0	0	0	0	0	0	0	0	0
Vwa3b	chr1	37026596	37187613	+	161018	62	169	38	1	0	6	35	7	0
Gm37020	chr1	37132273	37133264	-	992	0	2	0	0	0	0	0	0	0
Cnga3	chr1	37214434	37263384	+	48951	5	18	27	0	0	0	4	0	0
1700074A21Rik	chr1	37299352	37299697	-	346	0	11	0	0	0	0	0	0	0
Inpp4a	chr1	37299865	37410736	+	110872	763	1120	902	125	245	178	385	266	193
4930439A04Rik	chr1	37329667	37334172	-	4506	6	0	15	0	6	0	0	0	0
Gm37135	chr1	37330971	37331504	-	534	0	0	0	0	0	0	0	0	0
Coa5	chr1	37417084	37430103	-	13020	532	791	530	841	1905	1931	2024	929	1830
Unc50	chr1	37430139	37439124	+	8986	1229	1496	1075	2895	2433	2723	2877	3036	2190
Mgat4a	chr1	37439340	37541016	-	101677	1393	2590	2131	266	218	295	242	57	191
4930594C11Rik	chr1	37485851	37488605	-	2755	55	69	64	117	67	77	54	42	16
Gm43213	chr1	37487193	37488982	-	1790	54	65	68	104	53	70	44	34	11
2010300C02Rik	chr1	37611677	37720085	-	108409	40	120	119	0	0	0	39	39	0
4930556I23Rik	chr1	37614259	37615372	+	1114	5	8	0	0	0	0	1	3	0
4930470B04Rik	chr1	37660722	37662647	+	1926	0	0	0	0	0	0	1	0	0
Gm19863	chr1	37694447	37696664	-	2218	0	0	0	0	0	0	0	0	0
Tsga10	chr1	37754776	37866429	-	111654	212	288	204	9	172	185	209	178	219
Gm26805	chr1	37865299	37871388	+	6090	0	14	0	0	0	0	0	11	11
Lipt1	chr1	37871738	37876228	+	4491	23	55	45	418	306	308	586	484	446
Mitd1	chr1	37874801	37890411	-	15611	364	436	362	740	625	572	775	978	570
Mrpl30	chr1	37890477	37898535	+	8059	998	887	663	3664	3289	3136	3401	3224	2900
Lyg2	chr1	37905923	37916493	-	10571	0	7	1	0	0	0	0	0	0
Gm15457	chr1	37933596	37954136	+	20541	29	18	1	1	1	3	14	1	1
Lyg1	chr1	37946736	37957759	-	11024	6	14	1	0	0	0	7	0	0
Gm23409	chr1	37973967	37974203	+	237	0	0	0	0	0	0	0	0	0
Txndc9	chr1	37985189	37997893	-	12705	1175	1181	1089	4891	3957	3777	3117	3721	3036
Eif5b	chr1	37998010	38055579	+	57570	4137	4263	2801	5895	4661	4369	3381	2859	2615
Rev1	chr1	38052786	38129801	-	77016	961	1810	925	506	529	732	327	300	312
Gm37062	chr1	38076295	38077305	-	1011	0	4	0	1	0	3	0	1	0
Gm5099	chr1	38132083	38159892	+	27810	4	21	40	0	0	0	0	2	0
Aff3	chr1	38177326	38664955	-	487630	1741	2906	2094	14	22	12	202	25	6
Gm16150	chr1	38235420	38246666	+	11247	90	101	218	0	0	1	36	0	0
Gm16151	chr1	38307902	38311930	+	4029	18	31	70	0	0	0	0	0	0
Gm16152	chr1	38384949	38393974	+	9026	57	204	58	0	0	1	54	0	0
Gm34727	chr1	38487519	38488047	+	529	0	7	0	0	0	0	0	0	0
Gm38135	chr1	38722620	38723121	+	502	0	0	0	0	0	0	0	0	0
2610300A13Rik	chr1	38767184	38767686	+	503	0	0	0	0	0	0	0	0	0
Lonrf2	chr1	38793645	38836711	-	43067	17	56	48	1	0	0	25	1	15
Chst10	chr1	38863867	38898161	-	34295	111	106	47	100	62	47	144	92	130
Gm37707	chr1	38884754	38888072	+	3319	0	2	1	0	0	0	0	0	0
Gm6621	chr1	38907945	38908716	+	772	1	4	1	4	2	6	0	2	1
Nms	chr1	38939149	38950276	+	11128	0	2	1	0	0	0	0	0	0
Pdcl3	chr1	38985608	38997238	+	11631	1580	2004	1719	6196	5024	5010	4705	4978	3679
Gm37309	chr1	38992678	38994316	+	1639	7	5	4	2	0	7	2	5	10
Gm37821	chr1	39048648	39057637	-	8990	2	38	16	0	0	0	0	0	0
Gm37091	chr1	39081252	39083338	-	2087	0	3	4	0	0	0	2	0	0
Mir6349	chr1	39186896	39186992	-	97	0	0	0	0	0	0	0	0	0
Npas2	chr1	39193731	39363236	+	169506	904	1870	1387	16	24	6	16	66	69
Gm20428	chr1	39276283	39276565	-	283	0	0	0	2	0	0	0	0	1
Gm3617	chr1	39314899	39315453	+	555	11	47	64	7	13	4	1	5	4
Rpl31	chr1	39367842	39371911	+	4070	389	375	294	2154	1889	1707	669	741	621
Tbc1d8	chr1	39371492	39478755	-	107264	791	1078	748	690	974	1288	1861	1131	1850
Gm37265	chr1	39419048	39419932	-	885	0	4	0	0	0	0	0	0	0
Gm24826	chr1;chr1	39519533;39519533	39519748;39519747	+;+	216	0	0	0	0	0	0	0	0	0
Cnot11	chr1	39534992	39546889	+	11898	194	402	144	633	347	373	216	242	148
Gm15832	chr1	39547570	39552002	-	4433	533	541	401	269	260	247	352	132	58
Snord89	chr1	39548745	39548854	-	110	12	15	12	15	16	18	16	9	0
Rnf149	chr1	39551296	39577405	-	26110	1193	1280	1080	829	521	598	704	346	191
Gm23722	chr1	39573746	39573875	-	130	10	21	23	0	6	4	7	0	0
Gm5100	chr1	39597417	39598005	-	589	18	25	18	39	64	55	37	28	33
Creg2	chr1	39618406	39651474	-	33069	170	97	25	0	1	1	79	8	0
D930019O06Rik	chr1	39650176	39657390	+	7215	48	9	40	0	0	0	17	0	0
Rfx8	chr1	39665301	39720997	-	55697	15	81	38	178	144	115	2	60	29
Gm3646	chr1	39804148	39805332	-	1185	0	7	5	0	0	0	19	5	5
1700066B17Rik	chr1	39839175	39847334	-	8160	0	8	2	17	0	0	0	0	7
Map4k4	chr1	39900913	40026310	+	125398	4578	5919	3772	1686	2735	3137	1177	1028	1016
4930456G14Rik	chr1	40049039	40050368	-	1330	12	8	0	0	0	0	0	0	0
Il1r2	chr1	40074079	40125231	+	51153	31	100	69	0	0	11	39	20	14
Gm16894	chr1	40076228	40085851	-	9624	8	6	2	0	0	11	29	17	0
Gm37347	chr1	40088511	40091581	+	3071	0	0	0	0	0	0	0	0	0
Il1r1	chr1	40225080	40317257	+	92178	3281	5894	5863	382	530	389	67	107	103
Gm38070	chr1	40238020	40244499	+	6480	126	190	304	0	7	0	0	0	0
Il1rl2	chr1	40324610	40367562	+	42953	252	457	480	41	33	0	18	26	0
Gm17970	chr1	40353852	40354536	+	685	0	0	0	0	0	0	0	0	0
Il1rl1	chr1	40429570	40465415	+	35846	251	184	143	370	55	30	846	4395	114
Il18r1	chr1	40465552	40500854	+	35303	1	26	3	1	0	1	4	11	0
Il18rap	chr1	40515362	40551705	+	36344	1	23	20	309	490	244	27	37	216
Gm35801	chr1	40572188	40580662	-	8475	0	5	0	0	0	0	0	0	0
Slc9a4	chr1	40580081	40630725	+	50645	4	72	27	0	0	0	8	21	15
Gm37435	chr1	40582895	40586841	-	3947	0	5	13	0	0	0	0	0	15
Slc9a2	chr1	40680574	40769273	+	88700	50	151	92	41	21	65	339	227	305
Gm37623	chr1	40691442	40697636	-	6195	5	1	1	0	0	0	0	0	0
Gm37915	chr1	40771385	40785343	+	13959	1	68	23	82	78	93	92	103	82
Mfsd9	chr1	40772038	40790687	-	18650	1	134	24	90	85	98	109	111	86
Tmem182	chr1	40805601	40856887	+	51287	791	778	849	787	286	1660	13912	10079	11589
Gm5973	chr1	40863737	40864232	-	496	0	4	3	0	0	0	0	0	0
4930448I06Rik	chr1	41167587	41181252	-	13666	1	20	0	0	2	0	1	3	0
Gm28634	chr1	41526931	41529543	-	2613	0	2	0	0	0	0	0	0	0
Gm29260	chr1	41781808	41939560	+	157753	14	223	34	3	0	0	10	1	1
Gm5267	chr1	42103289	42104333	+	1045	0	0	0	1	2	2	0	1	0
Gm8176	chr1	42179290	42180388	-	1099	0	0	0	0	0	0	0	0	0
Gm9915	chr1	42229726	42231108	+	1383	0	0	0	0	0	0	0	0	0
Gm29664	chr1	42238233	42238695	-	463	0	0	0	0	0	0	0	0	0
Gm28175	chr1	42261855	42304412	+	42558	3	101	17	0	3	0	3	0	0
Gm28140	chr1	42324590	42355937	-	31348	3	30	1	0	0	0	0	0	0
Gm37047	chr1	42491813	42495663	+	3851	1	41	2	0	0	0	0	0	0
Pantr1	chr1	42590782	42694842	-	104061	24	84	4	7	0	0	1	18	0
4930420N18Rik	chr1	42651726	42652401	+	676	0	0	0	0	0	0	0	0	0
Gm20646	chr1	42694925	42744791	+	49867	11	57	18	3	0	2	37	1	0
Pou3f3	chr1	42695768	42703176	+	7409	10	2	0	1	0	2	36	0	0
Pantr2	chr1	42707061	42713454	-	6394	0	18	3	0	0	0	0	0	0
Dalir	chr1	42750712	42752881	+	2170	0	0	0	0	0	0	0	0	0
Mrps9	chr1	42851233	42905683	+	54451	863	931	701	3744	3501	3479	2320	1746	1910
Gm23126	chr1	42866685	42866818	-	134	0	0	0	0	0	0	0	0	0
Gpr45	chr1	42952872	43035456	+	82585	49	195	63	75	61	49	32	42	22
Gm24001	chr1	43036845	43036929	+	85	0	0	0	0	0	0	0	0	0
Tgfbrap1	chr1	43047200	43098637	-	51438	272	341	459	155	304	213	188	171	151
Gm28782	chr1	43056267	43057134	+	868	2	5	3	1	5	4	8	6	5
8430432A02Rik	chr1	43092588	43093835	+	1248	0	0	11	11	12	0	0	0	0
AI597479	chr1	43098710	43115947	+	17238	130	262	127	93	711	910	944	451	773
Fhl2	chr1	43123074	43196984	-	73911	1349	1551	1397	3509	3361	2786	3172	6707	1183
Gm8210	chr1	43189156	43189638	+	483	23	35	19	341	383	274	135	114	94
Gm29040	chr1	43250156	43302925	-	52770	1	65	10	0	0	0	4	3	0
Gm29610	chr1	43270683	43271135	+	453	0	0	0	0	0	0	0	1	0
Gm29041	chr1	43409584	43409963	+	380	2	9	4	19	19	24	13	21	16
Nck2	chr1	43444579	43570515	+	125937	429	1039	662	384	579	725	340	126	328
Gm37536	chr1	43488447	43490937	+	2491	0	0	0	0	4	0	0	0	0
Gm38228	chr1	43560273	43561565	+	1293	22	77	52	8	36	52	2	6	0
1500015O10Rik	chr1	43730602	43742578	+	11977	6252	2816	1311	0	9	37	31	13	19
